date,year,industry,unemployed,share
2006-07-01,2006,Government,659,0.098109274974
2006-07-01,2006,Finance,329,0.048980199494
2006-07-01,2006,Self-employed,291,0.043322912014
2006-07-01,2006,Other,305,0.045407175823
2006-07-01,2006,Transportation and Utilities,237,0.035283608754
2006-07-01,2006,Information,103,0.015334226589
2006-07-01,2006,Agriculture,55,0.008188179247
2006-07-01,2006,Mining and Extraction,25,0.003721899658
2006-08-01,2006,Wholesale and Retail Trade,977,0.153038847118
2006-08-01,2006,Manufacturing,680,0.106516290727
2006-08-01,2006,Leisure and hospitality,855,0.133928571429
2006-08-01,2006,Business services,681,0.106672932331
2006-08-01,2006,Construction,618,0.096804511278
2006-08-01,2006,Education and Health,611,0.095708020050
2006-08-01,2006,Government,595,0.093201754386
2006-08-01,2006,Finance,263,0.041196741855
2006-08-01,2006,Self-employed,306,0.047932330827
2006-08-01,2006,Other,341,0.053414786967
2006-08-01,2006,Transportation and Utilities,217,0.033991228070
2006-08-01,2006,Information,132,0.020676691729
2006-08-01,2006,Agriculture,76,0.011904761905
2006-08-01,2006,Mining and Extraction,32,0.005012531328
2006-09-01,2006,Wholesale and Retail Trade,1008,0.167081054202
2006-09-01,2006,Manufacturing,632,0.104757168904
2006-09-01,2006,Leisure and hospitality,810,0.134261561412
2006-09-01,2006,Business services,736,0.121995690370
2006-09-01,2006,Construction,586,0.097132438256
2006-09-01,2006,Education and Health,576,0.095474888115
2006-09-01,2006,Government,396,0.065638985579
2006-09-01,2006,Finance,235,0.038952428311
2006-09-01,2006,Self-employed,299,0.049560749213
2006-09-01,2006,Other,310,0.051384054368
2006-09-01,2006,Transportation and Utilities,183,0.030333167578
2006-09-01,2006,Information,170,0.028178352395
2006-09-01,2006,Agriculture,78,0.012928891099
2006-09-01,2006,Mining and Extraction,14,0.002320570197
2006-10-01,2006,Wholesale and Retail Trade,972,0.169574319609
2006-10-01,2006,Manufacturing,618,0.107815771110
2006-10-01,2006,Leisure and hospitality,795,0.138695045359
2006-10-01,2006,Business services,768,0.133984647592
2006-10-01,2006,Construction,456,0.079553384508
2006-10-01,2006,Education and Health,531,0.092637822749
2006-10-01,2006,Government,424,0.073970690858
2006-10-01,2006,Finance,211,0.036810886253
2006-10-01,2006,Self-employed,275,0.047976273552
2006-10-01,2006,Other,268,0.046755059316
2006-10-01,2006,Transportation and Utilities,206,0.035938590370
2006-10-01,2006,Information,116,0.020237264480
2006-10-01,2006,Agriculture,77,0.013433356595
2006-10-01,2006,Mining and Extraction,15,0.002616887648
2006-11-01,2006,Wholesale and Retail Trade,1018,0.168906587025
2006-11-01,2006,Manufacturing,702,0.116475858636
2006-11-01,2006,Leisure and hospitality,836,0.138709142193
2006-11-01,2006,Business services,658,0.109175377468
2006-11-01,2006,Construction,618,0.102538576406
2006-11-01,2006,Education and Health,536,0.088933134229
2006-11-01,2006,Government,400,0.066368010619
2006-11-01,2006,Finance,229,0.037995686079
2006-11-01,2006,Self-employed,257,0.042641446823
2006-11-01,2006,Other,306,0.050771528123
2006-11-01,2006,Transportation and Utilities,183,0.030363364858
2006-11-01,2006,Information,137,0.022731043637
2006-11-01,2006,Agriculture,125,0.020740003318
2006-11-01,2006,Mining and Extraction,22,0.003650240584
2006-12-01,2006,Wholesale and Retail Trade,965,0.160272380003
2006-12-01,2006,Manufacturing,660,0.109616342800
2006-12-01,2006,Leisure and hospitality,701,0.116425842883
2006-12-01,2006,Business services,791,0.131373525992
2006-12-01,2006,Construction,725,0.120411891712
2006-12-01,2006,Education and Health,502,0.083374854675
2006-12-01,2006,Government,395,0.065603720312
2006-12-01,2006,Finance,227,0.037701378509
2006-12-01,2006,Self-employed,287,0.047666500581
2006-12-01,2006,Other,306,0.050822122571
2006-12-01,2006,Transportation and Utilities,190,0.031556219897
2006-12-01,2006,Information,108,0.017937219731
2006-12-01,2006,Agriculture,139,0.023085866135
2006-12-01,2006,Mining and Extraction,25,0.004152134197
2007-01-01,2007,Wholesale and Retail Trade,1166,0.163925207367
2007-01-01,2007,Manufacturing,752,0.105721917616
2007-01-01,2007,Leisure and hospitality,911,0.128075354984
2007-01-01,2007,Business services,885,0.124420075917
2007-01-01,2007,Construction,922,0.129621819204
2007-01-01,2007,Education and Health,563,0.079150850555
2007-01-01,2007,Government,476,0.066919724448
2007-01-01,2007,Finance,233,0.032756923942
2007-01-01,2007,Self-employed,376,0.052860958808
2007-01-01,2007,Other,275,0.038661605511
2007-01-01,2007,Transportation and Utilities,248,0.034865738788
2007-01-01,2007,Information,143,0.020104034866
2007-01-01,2007,Agriculture,128,0.017995220020
2007-01-01,2007,Mining and Extraction,35,0.004920567974
2007-02-01,2007,Wholesale and Retail Trade,1045,0.151339608979
2007-02-01,2007,Manufacturing,774,0.112092686459
2007-02-01,2007,Leisure and hospitality,879,0.127299058653
2007-02-01,2007,Business services,825,0.119478638668
2007-02-01,2007,Construction,1086,0.157277335264
2007-02-01,2007,Education and Health,489,0.070818247647
2007-02-01,2007,Government,405,0.058653149891
2007-02-01,2007,Finance,295,0.042722664736
2007-02-01,2007,Self-employed,300,0.043446777697
2007-02-01,2007,Other,257,0.037219406227
2007-02-01,2007,Transportation and Utilities,251,0.036350470673
2007-02-01,2007,Information,139,0.020130340333
2007-02-01,2007,Agriculture,127,0.018392469225
2007-02-01,2007,Mining and Extraction,33,0.004779145547
2007-03-01,2007,Wholesale and Retail Trade,896,0.140306921391
2007-03-01,2007,Manufacturing,742,0.116191669277
2007-03-01,2007,Leisure and hospitality,845,0.132320701535
2007-03-01,2007,Business services,775,0.121359223301
2007-03-01,2007,Construction,924,0.144691512684
2007-03-01,2007,Education and Health,495,0.077513310366
2007-03-01,2007,Government,419,0.065612276856
2007-03-01,2007,Finance,252,0.039461321641
2007-03-01,2007,Self-employed,311,0.048700281867
2007-03-01,2007,Other,222,0.034763545255
2007-03-01,2007,Transportation and Utilities,249,0.038991544003
2007-03-01,2007,Information,109,0.017068587535
2007-03-01,2007,Agriculture,123,0.019260883182
2007-03-01,2007,Mining and Extraction,24,0.003758221109
2007-04-01,2007,Wholesale and Retail Trade,872,0.145527369826
2007-04-01,2007,Manufacturing,749,0.125000000000
2007-04-01,2007,Leisure and hospitality,822,0.137182910547
2007-04-01,2007,Business services,689,0.114986648865
2007-04-01,2007,Construction,853,0.142356475300
2007-04-01,2007,Education and Health,555,0.092623497997
2007-04-01,2007,Government,408,0.068090787717
2007-04-01,2007,Finance,231,0.038551401869
2007-04-01,2007,Self-employed,240,0.040053404539
2007-04-01,2007,Other,224,0.037383177570
2007-04-01,2007,Transportation and Utilities,188,0.031375166889
2007-04-01,2007,Information,77,0.012850467290
2007-04-01,2007,Agriculture,67,0.011181575434
2007-04-01,2007,Mining and Extraction,17,0.002837116155
2007-05-01,2007,Wholesale and Retail Trade,795,0.133456437804
2007-05-01,2007,Manufacturing,651,0.109283196240
2007-05-01,2007,Leisure and hospitality,831,0.139499748195
2007-05-01,2007,Business services,743,0.124727211684
2007-05-01,2007,Construction,676,0.113479939567
2007-05-01,2007,Education and Health,622,0.104414973980
2007-05-01,2007,Government,428,0.071848245761
2007-05-01,2007,Finance,281,0.047171394997
2007-05-01,2007,Self-employed,276,0.046332046332
2007-05-01,2007,Other,242,0.040624475407
2007-05-01,2007,Transportation and Utilities,216,0.036259862347
2007-05-01,2007,Information,110,0.018465670640
2007-05-01,2007,Agriculture,64,0.010743662918
2007-05-01,2007,Mining and Extraction,22,0.003693134128
2007-06-01,2007,Wholesale and Retail Trade,979,0.153906618456
2007-06-01,2007,Manufacturing,653,0.102656814966
2007-06-01,2007,Leisure and hospitality,917,0.144159723314
2007-06-01,2007,Business services,722,0.113504166012
2007-06-01,2007,Construction,600,0.094324791699
2007-06-01,2007,Education and Health,653,0.102656814966
2007-06-01,2007,Government,572,0.089922968087
2007-06-01,2007,Finance,303,0.047634019808
2007-06-01,2007,Self-employed,258,0.040559660431
2007-06-01,2007,Other,256,0.040245244458
2007-06-01,2007,Transportation and Utilities,242,0.038044332652
2007-06-01,2007,Information,114,0.017921710423
2007-06-01,2007,Agriculture,59,0.009275271184
2007-06-01,2007,Mining and Extraction,33,0.005187863543
2007-07-01,2007,Wholesale and Retail Trade,1089,0.161884941281
2007-07-01,2007,Manufacturing,621,0.092314553293
2007-07-01,2007,Leisure and hospitality,920,0.136762301174
2007-07-01,2007,Business services,743,0.110450423666
2007-07-01,2007,Construction,617,0.091719934592
2007-07-01,2007,Education and Health,665,0.098855359001
2007-07-01,2007,Government,704,0.104652891333
2007-07-01,2007,Finance,307,0.045636985283
2007-07-01,2007,Self-employed,324,0.048164114761
2007-07-01,2007,Other,243,0.036123086071
2007-07-01,2007,Transportation and Utilities,309,0.045934294634
2007-07-01,2007,Information,112,0.016649323621
2007-07-01,2007,Agriculture,40,0.005946187008
2007-07-01,2007,Mining and Extraction,33,0.004905604281
2007-08-01,2007,Wholesale and Retail Trade,1028,0.159577770879
2007-08-01,2007,Manufacturing,596,0.092517851599
2007-08-01,2007,Leisure and hospitality,877,0.136137845390
2007-08-01,2007,Business services,683,0.106022974232
2007-08-01,2007,Construction,558,0.086619062403
2007-08-01,2007,Education and Health,648,0.100589878920
2007-08-01,2007,Government,695,0.107885749767
2007-08-01,2007,Finance,371,0.057590810307
2007-08-01,2007,Self-employed,315,0.048897857808
2007-08-01,2007,Other,239,0.037100279416
2007-08-01,2007,Transportation and Utilities,205,0.031822415399
2007-08-01,2007,Information,140,0.021732381248
2007-08-01,2007,Agriculture,54,0.008382489910
2007-08-01,2007,Mining and Extraction,33,0.005122632723
2007-09-01,2007,Wholesale and Retail Trade,1027,0.162990001587
2007-09-01,2007,Manufacturing,673,0.106808443104
2007-09-01,2007,Leisure and hospitality,892,0.141564830979
2007-09-01,2007,Business services,655,0.103951753690
2007-09-01,2007,Construction,596,0.094588160609
2007-09-01,2007,Education and Health,630,0.099984129503
2007-09-01,2007,Government,525,0.083320107919
2007-09-01,2007,Finance,316,0.050150769719
2007-09-01,2007,Self-employed,304,0.048246310110
2007-09-01,2007,Other,257,0.040787176639
2007-09-01,2007,Transportation and Utilities,224,0.035549912712
2007-09-01,2007,Information,124,0.019679415966
2007-09-01,2007,Agriculture,53,0.008411363276
2007-09-01,2007,Mining and Extraction,25,0.003967624187
2007-10-01,2007,Wholesale and Retail Trade,907,0.148445171849
2007-10-01,2007,Manufacturing,729,0.119312602291
2007-10-01,2007,Leisure and hospitality,911,0.149099836334
2007-10-01,2007,Business services,675,0.110474631751
2007-10-01,2007,Construction,641,0.104909983633
2007-10-01,2007,Education and Health,534,0.087397708674
2007-10-01,2007,Government,492,0.080523731588
2007-10-01,2007,Finance,307,0.050245499182
2007-10-01,2007,Self-employed,338,0.055319148936
2007-10-01,2007,Other,182,0.029787234043
2007-10-01,2007,Transportation and Utilities,218,0.035679214403
2007-10-01,2007,Information,120,0.019639934534
2007-10-01,2007,Agriculture,47,0.007692307692
2007-10-01,2007,Mining and Extraction,9,0.001472995090
2007-11-01,2007,Wholesale and Retail Trade,893,0.141858617951
2007-11-01,2007,Manufacturing,762,0.121048451152
2007-11-01,2007,Leisure and hospitality,986,0.156632247816
2007-11-01,2007,Business services,679,0.107863383638
2007-11-01,2007,Construction,645,0.102462271644
2007-11-01,2007,Education and Health,526,0.083558379666
2007-11-01,2007,Government,482,0.076568705322
2007-11-01,2007,Finance,261,0.041461477363
2007-11-01,2007,Self-employed,336,0.053375694996
2007-11-01,2007,Other,255,0.040508339952
2007-11-01,2007,Transportation and Utilities,242,0.038443208896
2007-11-01,2007,Information,132,0.020969023034
2007-11-01,2007,Agriculture,80,0.012708498809
2007-11-01,2007,Mining and Extraction,16,0.002541699762
2007-12-01,2007,Wholesale and Retail Trade,1009,0.148034037559
2007-12-01,2007,Manufacturing,772,0.113262910798
2007-12-01,2007,Leisure and hospitality,961,0.140991784038
2007-12-01,2007,Business services,803,0.117811032864
2007-12-01,2007,Construction,968,0.142018779343
2007-12-01,2007,Education and Health,521,0.076437793427
2007-12-01,2007,Government,451,0.066167840376
2007-12-01,2007,Finance,315,0.046214788732
2007-12-01,2007,Self-employed,326,0.047828638498
2007-12-01,2007,Other,235,0.034477699531
2007-12-01,2007,Transportation and Utilities,210,0.030809859155
2007-12-01,2007,Information,125,0.018339201878
2007-12-01,2007,Agriculture,96,0.014084507042
2007-12-01,2007,Mining and Extraction,24,0.003521126761
2008-01-01,2008,Wholesale and Retail Trade,1120,0.146596858639
2008-01-01,2008,Manufacturing,837,0.109554973822
2008-01-01,2008,Leisure and hospitality,1176,0.153926701571
2008-01-01,2008,Business services,893,0.116884816754
2008-01-01,2008,Construction,1099,0.143848167539
2008-01-01,2008,Education and Health,576,0.075392670157
2008-01-01,2008,Government,471,0.061649214660
2008-01-01,2008,Finance,285,0.037303664921
2008-01-01,2008,Self-employed,338,0.044240837696
2008-01-01,2008,Other,264,0.034554973822
2008-01-01,2008,Transportation and Utilities,271,0.035471204188
2008-01-01,2008,Information,169,0.022120418848
2008-01-01,2008,Agriculture,113,0.014790575916
2008-01-01,2008,Mining and Extraction,28,0.003664921466
2008-02-01,2008,Wholesale and Retail Trade,1007,0.135897435897
2008-02-01,2008,Manufacturing,820,0.110661268556
2008-02-01,2008,Leisure and hospitality,1056,0.142510121457
2008-02-01,2008,Business services,866,0.116869095816
2008-02-01,2008,Construction,1118,0.150877192982
2008-02-01,2008,Education and Health,562,0.075843454791
2008-02-01,2008,Government,372,0.050202429150
2008-02-01,2008,Finance,323,0.043589743590
2008-02-01,2008,Self-employed,340,0.045883940621
2008-02-01,2008,Other,313,0.042240215924
2008-02-01,2008,Transportation and Utilities,289,0.039001349528
2008-02-01,2008,Information,193,0.026045883941
2008-02-01,2008,Agriculture,135,0.018218623482
2008-02-01,2008,Mining and Extraction,16,0.002159244265
2008-03-01,2008,Wholesale and Retail Trade,992,0.133620689655
2008-03-01,2008,Manufacturing,831,0.111934267241
2008-03-01,2008,Leisure and hospitality,944,0.127155172414
2008-03-01,2008,Business services,876,0.117995689655
2008-03-01,2008,Construction,1170,0.157596982759
2008-03-01,2008,Education and Health,609,0.082031250000
2008-03-01,2008,Government,425,0.057246767241
2008-03-01,2008,Finance,323,0.043507543103
2008-03-01,2008,Self-employed,346,0.046605603448
2008-03-01,2008,Other,283,0.038119612069
2008-03-01,2008,Transportation and Utilities,267,0.035964439655
2008-03-01,2008,Information,155,0.020878232759
2008-03-01,2008,Agriculture,175,0.023572198276
2008-03-01,2008,Mining and Extraction,28,0.003771551724
2008-04-01,2008,Wholesale and Retail Trade,919,0.136289485392
2008-04-01,2008,Manufacturing,796,0.118048346433
2008-04-01,2008,Leisure and hospitality,874,0.129615897968
2008-04-01,2008,Business services,736,0.109150229868
2008-04-01,2008,Construction,1057,0.156755153493
2008-04-01,2008,Education and Health,551,0.081714370458
2008-04-01,2008,Government,373,0.055316624648
2008-04-01,2008,Finance,324,0.048049829453
2008-04-01,2008,Self-employed,338,0.050126056651
2008-04-01,2008,Other,251,0.037223787632
2008-04-01,2008,Transportation and Utilities,245,0.036333975975
2008-04-01,2008,Information,143,0.021207177814
2008-04-01,2008,Agriculture,108,0.016016609818
2008-04-01,2008,Mining and Extraction,28,0.004152454397
2008-05-01,2008,Wholesale and Retail Trade,1049,0.144034051902
2008-05-01,2008,Manufacturing,879,0.120692022518
2008-05-01,2008,Leisure and hospitality,1074,0.147466703282
2008-05-01,2008,Business services,829,0.113826719758
2008-05-01,2008,Construction,809,0.111080598654
2008-05-01,2008,Education and Health,619,0.084992448167
2008-05-01,2008,Government,461,0.063298091446
2008-05-01,2008,Finance,361,0.049567485926
2008-05-01,2008,Self-employed,366,0.050254016202
2008-05-01,2008,Other,275,0.037759165179
2008-05-01,2008,Transportation and Utilities,269,0.036935328848
2008-05-01,2008,Information,170,0.023342029383
2008-05-01,2008,Agriculture,94,0.012906769189
2008-05-01,2008,Mining and Extraction,28,0.003844569546
2008-06-01,2008,Wholesale and Retail Trade,1160,0.148775169937
2008-06-01,2008,Manufacturing,862,0.110555341798
2008-06-01,2008,Leisure and hospitality,1154,0.148005643196
2008-06-01,2008,Business services,890,0.114146466590
2008-06-01,2008,Construction,785,0.100679748621
2008-06-01,2008,Education and Health,669,0.085802231628
2008-06-01,2008,Government,654,0.083878414775
2008-06-01,2008,Finance,337,0.043221751956
2008-06-01,2008,Self-employed,364,0.046684622291
2008-06-01,2008,Other,322,0.041297935103
2008-06-01,2008,Transportation and Utilities,329,0.042195716301
2008-06-01,2008,Information,157,0.020135949724
2008-06-01,2008,Agriculture,86,0.011029883288
2008-06-01,2008,Mining and Extraction,28,0.003591124792
2008-07-01,2008,Wholesale and Retail Trade,1329,0.160332971408
2008-07-01,2008,Manufacturing,908,0.109542767523
2008-07-01,2008,Leisure and hospitality,1172,0.141392206539
2008-07-01,2008,Business services,866,0.104475811316
2008-07-01,2008,Construction,783,0.094462540717
2008-07-01,2008,Education and Health,776,0.093618048015
2008-07-01,2008,Government,770,0.092894197129
2008-07-01,2008,Finance,350,0.042224635059
2008-07-01,2008,Self-employed,345,0.041621425986
2008-07-01,2008,Other,352,0.042465918687
2008-07-01,2008,Transportation and Utilities,359,0.043310411389
2008-07-01,2008,Information,141,0.017010495838
2008-07-01,2008,Agriculture,125,0.015080226807
2008-07-01,2008,Mining and Extraction,13,0.001568343588
2008-08-01,2008,Wholesale and Retail Trade,1366,0.159430438842
2008-08-01,2008,Manufacturing,960,0.112044817927
2008-08-01,2008,Leisure and hospitality,1122,0.130952380952
2008-08-01,2008,Business services,961,0.112161531279
2008-08-01,2008,Construction,814,0.095004668534
2008-08-01,2008,Education and Health,844,0.098506069094
2008-08-01,2008,Government,721,0.084150326797
2008-08-01,2008,Finance,409,0.047735760971
2008-08-01,2008,Self-employed,378,0.044117647059
2008-08-01,2008,Other,412,0.048085901027
2008-08-01,2008,Transportation and Utilities,309,0.036064425770
2008-08-01,2008,Information,144,0.016806722689
2008-08-01,2008,Agriculture,111,0.012955182073
2008-08-01,2008,Mining and Extraction,17,0.001984126984
2008-09-01,2008,Wholesale and Retail Trade,1277,0.152041909751
2008-09-01,2008,Manufacturing,984,0.117156804381
2008-09-01,2008,Leisure and hospitality,1029,0.122514585070
2008-09-01,2008,Business services,951,0.113227765210
2008-09-01,2008,Construction,970,0.115489939278
2008-09-01,2008,Education and Health,835,0.099416597214
2008-09-01,2008,Government,573,0.068222407429
2008-09-01,2008,Finance,380,0.045243481367
2008-09-01,2008,Self-employed,414,0.049291582331
2008-09-01,2008,Other,374,0.044529110608
2008-09-01,2008,Transportation and Utilities,337,0.040123824265
2008-09-01,2008,Information,166,0.019764257650
2008-09-01,2008,Agriculture,84,0.010001190618
2008-09-01,2008,Mining and Extraction,25,0.002976544827
2008-10-01,2008,Wholesale and Retail Trade,1313,0.151180195740
2008-10-01,2008,Manufacturing,1007,0.115947035118
2008-10-01,2008,Leisure and hospitality,1126,0.129648819804
2008-10-01,2008,Business services,1052,0.121128382268
2008-10-01,2008,Construction,1078,0.124122049511
2008-10-01,2008,Education and Health,797,0.091767415083
2008-10-01,2008,Government,552,0.063557858377
2008-10-01,2008,Finance,434,0.049971214738
2008-10-01,2008,Self-employed,396,0.045595854922
2008-10-01,2008,Other,334,0.038457109960
2008-10-01,2008,Transportation and Utilities,316,0.036384571100
2008-10-01,2008,Information,168,0.019343696028
2008-10-01,2008,Agriculture,97,0.011168681635
2008-10-01,2008,Mining and Extraction,15,0.001727115717
2008-11-01,2008,Wholesale and Retail Trade,1397,0.149860544947
2008-11-01,2008,Manufacturing,1144,0.122720446256
2008-11-01,2008,Leisure and hospitality,1283,0.137631409569
2008-11-01,2008,Business services,992,0.106414932418
2008-11-01,2008,Construction,1237,0.132696846170
2008-11-01,2008,Education and Health,748,0.080240291783
2008-11-01,2008,Government,527,0.056532932847
2008-11-01,2008,Finance,494,0.052992919974
2008-11-01,2008,Self-employed,411,0.044089251234
2008-11-01,2008,Other,434,0.046556532933
2008-11-01,2008,Transportation and Utilities,331,0.035507401845
2008-11-01,2008,Information,173,0.018558249303
2008-11-01,2008,Agriculture,119,0.012765500965
2008-11-01,2008,Mining and Extraction,32,0.003432739755
2008-12-01,2008,Wholesale and Retail Trade,1535,0.148625096824
2008-12-01,2008,Manufacturing,1315,0.127323780015
2008-12-01,2008,Leisure and hospitality,1210,0.117157242448
2008-12-01,2008,Business services,1147,0.111057319907
2008-12-01,2008,Construction,1438,0.139233152595
2008-12-01,2008,Education and Health,791,0.076587916344
2008-12-01,2008,Government,511,0.049477149497
2008-12-01,2008,Finance,540,0.052285050349
2008-12-01,2008,Self-employed,559,0.054124709527
2008-12-01,2008,Other,367,0.035534469404
2008-12-01,2008,Transportation and Utilities,421,0.040762974438
2008-12-01,2008,Information,219,0.021204492641
2008-12-01,2008,Agriculture,229,0.022172734314
2008-12-01,2008,Mining and Extraction,46,0.004453911696
2009-01-01,2009,Wholesale and Retail Trade,1794,0.145333765392
2009-01-01,2009,Manufacturing,1711,0.138609850940
2009-01-01,2009,Leisure and hospitality,1487,0.120463383020
2009-01-01,2009,Business services,1445,0.117060920285
2009-01-01,2009,Construction,1744,0.141283214517
2009-01-01,2009,Education and Health,792,0.064160725859
2009-01-01,2009,Government,652,0.052819183409
2009-01-01,2009,Finance,571,0.046257290992
2009-01-01,2009,Self-employed,659,0.053386260531
2009-01-01,2009,Other,431,0.034915748542
2009-01-01,2009,Transportation and Utilities,522,0.042287751134
2009-01-01,2009,Information,232,0.018794556060
2009-01-01,2009,Agriculture,245,0.019847699287
2009-01-01,2009,Mining and Extraction,59,0.004779650032
2009-02-01,2009,Wholesale and Retail Trade,1847,0.143512043512
2009-02-01,2009,Manufacturing,1822,0.141569541570
2009-02-01,2009,Leisure and hospitality,1477,0.114763014763
2009-02-01,2009,Business services,1512,0.117482517483
2009-02-01,2009,Construction,2025,0.157342657343
2009-02-01,2009,Education and Health,847,0.065811965812
2009-02-01,2009,Government,563,0.043745143745
2009-02-01,2009,Finance,637,0.049494949495
2009-02-01,2009,Self-employed,586,0.045532245532
2009-02-01,2009,Other,453,0.035198135198
2009-02-01,2009,Transportation and Utilities,563,0.043745143745
2009-02-01,2009,Information,224,0.017404817405
2009-02-01,2009,Agriculture,251,0.019502719503
2009-02-01,2009,Mining and Extraction,63,0.004895104895
2009-03-01,2009,Wholesale and Retail Trade,1852,0.140836501901
2009-03-01,2009,Manufacturing,1912,0.145399239544
2009-03-01,2009,Leisure and hospitality,1484,0.112851711027
2009-03-01,2009,Business services,1597,0.121444866920
2009-03-01,2009,Construction,1979,0.150494296578
2009-03-01,2009,Education and Health,931,0.070798479087
2009-03-01,2009,Government,598,0.045475285171
2009-03-01,2009,Finance,639,0.048593155894
2009-03-01,2009,Self-employed,625,0.047528517110
2009-03-01,2009,Other,377,0.028669201521
2009-03-01,2009,Transportation and Utilities,558,0.042433460076
2009-03-01,2009,Information,252,0.019163498099
2009-03-01,2009,Agriculture,241,0.018326996198
2009-03-01,2009,Mining and Extraction,105,0.007984790875
2009-04-01,2009,Wholesale and Retail Trade,1833,0.147098948720
2009-04-01,2009,Manufacturing,1968,0.157932750181
2009-04-01,2009,Leisure and hospitality,1322,0.106091003932
2009-04-01,2009,Business services,1448,0.116202551962
2009-04-01,2009,Construction,1737,0.139394912126
2009-04-01,2009,Education and Health,964,0.077361367466
2009-04-01,2009,Government,575,0.046143969184
2009-04-01,2009,Finance,561,0.045020463847
2009-04-01,2009,Self-employed,488,0.039162186020
2009-04-01,2009,Other,403,0.032340903619
2009-04-01,2009,Transportation and Utilities,541,0.043415456223
2009-04-01,2009,Information,320,0.025680121981
2009-04-01,2009,Agriculture,176,0.014124067089
2009-04-01,2009,Mining and Extraction,125,0.010031297649
2009-05-01,2009,Wholesale and Retail Trade,1835,0.140958672607
2009-05-01,2009,Manufacturing,2010,0.154401597788
2009-05-01,2009,Leisure and hospitality,1599,0.122829927792
2009-05-01,2009,Business services,1514,0.116300506990
2009-05-01,2009,Construction,1768,0.135811952681
2009-05-01,2009,Education and Health,1005,0.077200798894
2009-05-01,2009,Government,702,0.053925334153
2009-05-01,2009,Finance,536,0.041173759410
2009-05-01,2009,Self-employed,530,0.040712859118
2009-05-01,2009,Other,476,0.036564756491
2009-05-01,2009,Transportation and Utilities,506,0.038869257951
2009-05-01,2009,Information,303,0.023275464741
2009-05-01,2009,Agriculture,136,0.010447073283
2009-05-01,2009,Mining and Extraction,98,0.007528038101
2009-06-01,2009,Wholesale and Retail Trade,1863,0.136283833211
2009-06-01,2009,Manufacturing,2010,0.147037307974
2009-06-01,2009,Leisure and hospitality,1688,0.123482077542
2009-06-01,2009,Business services,1580,0.115581565472
2009-06-01,2009,Construction,1601,0.117117776152
2009-06-01,2009,Education and Health,1267,0.092684711046
2009-06-01,2009,Government,991,0.072494513533
2009-06-01,2009,Finance,513,0.037527432334
2009-06-01,2009,Self-employed,472,0.034528163862
2009-06-01,2009,Other,557,0.040746159473
2009-06-01,2009,Transportation and Utilities,499,0.036503291880
2009-06-01,2009,Information,347,0.025384052670
2009-06-01,2009,Agriculture,182,0.013313825896
2009-06-01,2009,Mining and Extraction,100,0.007315288954
2009-07-01,2009,Wholesale and Retail Trade,1854,0.134066092993
2009-07-01,2009,Manufacturing,1988,0.143755875334
2009-07-01,2009,Leisure and hospitality,1600,0.115698893629
2009-07-01,2009,Business services,1531,0.110709378842
2009-07-01,2009,Construction,1687,0.121990020970
2009-07-01,2009,Education and Health,1269,0.091763685010
2009-07-01,2009,Government,1129,0.081640031817
2009-07-01,2009,Finance,570,0.041217730855
2009-07-01,2009,Self-employed,552,0.039916118302
2009-07-01,2009,Other,490,0.035432786174
2009-07-01,2009,Transportation and Utilities,511,0.036951334153
2009-07-01,2009,Information,373,0.026972304577
2009-07-01,2009,Agriculture,180,0.013016125533
2009-07-01,2009,Mining and Extraction,95,0.006869621809
2009-08-01,2009,Wholesale and Retail Trade,1794,0.131805157593
2009-08-01,2009,Manufacturing,1866,0.137094996694
2009-08-01,2009,Leisure and hospitality,1636,0.120196899567
2009-08-01,2009,Business services,1560,0.114613180516
2009-08-01,2009,Construction,1542,0.113290720741
2009-08-01,2009,Education and Health,1239,0.091029314525
2009-08-01,2009,Government,1118,0.082139446036
2009-08-01,2009,Finance,566,0.041584012931
2009-08-01,2009,Self-employed,569,0.041804422893
2009-08-01,2009,Other,528,0.038792153405
2009-08-01,2009,Transportation and Utilities,547,0.040188083168
2009-08-01,2009,Information,358,0.026302255529
2009-08-01,2009,Agriculture,195,0.014326647564
2009-08-01,2009,Mining and Extraction,93,0.006832708838
2009-09-01,2009,Wholesale and Retail Trade,1809,0.134899328859
2009-09-01,2009,Manufacturing,1876,0.139895600298
2009-09-01,2009,Leisure and hospitality,1469,0.109545115585
2009-09-01,2009,Business services,1596,0.119015659955
2009-09-01,2009,Construction,1594,0.118866517524
2009-09-01,2009,Education and Health,1257,0.093736017897
2009-09-01,2009,Government,928,0.069202087994
2009-09-01,2009,Finance,657,0.048993288591
2009-09-01,2009,Self-employed,636,0.047427293065
2009-09-01,2009,Other,462,0.034451901566
2009-09-01,2009,Transportation and Utilities,538,0.040119313945
2009-09-01,2009,Information,362,0.026994780015
2009-09-01,2009,Agriculture,150,0.011185682327
2009-09-01,2009,Mining and Extraction,76,0.005667412379
2009-10-01,2009,Wholesale and Retail Trade,1919,0.142232434035
2009-10-01,2009,Manufacturing,1884,0.139638304180
2009-10-01,2009,Leisure and hospitality,1604,0.118885265342
2009-10-01,2009,Business services,1488,0.110287577824
2009-10-01,2009,Construction,1744,0.129261784761
2009-10-01,2009,Education and Health,1280,0.094871034687
2009-10-01,2009,Government,785,0.058182626742
2009-10-01,2009,Finance,646,0.047880225319
2009-10-01,2009,Self-employed,610,0.045211977468
