date,year,industry,unemployed,share
2003-04-01,2003,Leisure and hospitality,986,0.124432104997
2003-04-01,2003,Business services,1076,0.135790005048
2003-04-01,2003,Construction,772,0.097425542655
2003-04-01,2003,Education and Health,611,0.077107521454
2003-04-01,2003,Government,440,0.055527511358
2003-04-01,2003,Finance,323,0.040762241292
2003-04-01,2003,Self-employed,248,0.031297324584
2003-04-01,2003,Other,331,0.041771832408
2003-04-01,2003,Transportation and Utilities,274,0.034578495709
2003-04-01,2003,Information,268,0.033821302373
2003-04-01,2003,Agriculture,154,0.019434628975
2003-04-01,2003,Mining and Extraction,41,0.005174154467
2003-05-01,2003,Wholesale and Retail Trade,1247,0.158208576503
2003-05-01,2003,Manufacturing,1150,0.145902055316
2003-05-01,2003,Leisure and hospitality,955,0.121162141588
2003-05-01,2003,Business services,1105,0.140192844456
2003-05-01,2003,Construction,715,0.090713017001
2003-05-01,2003,Education and Health,618,0.078406495813
2003-05-01,2003,Government,478,0.060644506470
2003-05-01,2003,Finance,320,0.040598832784
2003-05-01,2003,Self-employed,271,0.034382136514
2003-05-01,2003,Other,339,0.043009388480
2003-05-01,2003,Transportation and Utilities,260,0.032986551637
2003-05-01,2003,Information,251,0.031844709465
2003-05-01,2003,Agriculture,133,0.016873889876
2003-05-01,2003,Mining and Extraction,40,0.005074854098
2003-06-01,2003,Wholesale and Retail Trade,1434,0.165397923875
2003-06-01,2003,Manufacturing,1232,0.142099192618
2003-06-01,2003,Leisure and hospitality,1048,0.120876585928
2003-06-01,2003,Business services,1092,0.125951557093
2003-06-01,2003,Construction,710,0.081891580161
2003-06-01,2003,Education and Health,769,0.088696655133
2003-06-01,2003,Government,704,0.081199538639
2003-06-01,2003,Finance,358,0.041291810842
2003-06-01,2003,Self-employed,295,0.034025374856
2003-06-01,2003,Other,359,0.041407151096
2003-06-01,2003,Transportation and Utilities,300,0.034602076125
2003-06-01,2003,Information,239,0.027566320646
2003-06-01,2003,Agriculture,94,0.010841983852
2003-06-01,2003,Mining and Extraction,36,0.004152249135
2003-07-01,2003,Wholesale and Retail Trade,1387,0.165671285237
2003-07-01,2003,Manufacturing,1193,0.142498805542
2003-07-01,2003,Leisure and hospitality,1020,0.121834687052
2003-07-01,2003,Business services,1021,0.121954132824
2003-07-01,2003,Construction,677,0.080864787387
2003-07-01,2003,Education and Health,697,0.083253702819
2003-07-01,2003,Government,749,0.089464882943
2003-07-01,2003,Finance,284,0.033922599140
2003-07-01,2003,Self-employed,270,0.032250358337
2003-07-01,2003,Other,405,0.048375537506
2003-07-01,2003,Transportation and Utilities,289,0.034519827998
2003-07-01,2003,Information,224,0.026755852843
2003-07-01,2003,Agriculture,113,0.013497372193
2003-07-01,2003,Mining and Extraction,43,0.005136168180
2003-08-01,2003,Wholesale and Retail Trade,1161,0.142945087417
2003-08-01,2003,Manufacturing,1186,0.146023147008
2003-08-01,2003,Leisure and hospitality,1050,0.129278502832
2003-08-01,2003,Business services,881,0.108470819995
2003-08-01,2003,Construction,650,0.080029549372
2003-08-01,2003,Education and Health,760,0.093573011574
2003-08-01,2003,Government,745,0.091726175819
2003-08-01,2003,Finance,342,0.042107855208
2003-08-01,2003,Self-employed,302,0.037182959862
2003-08-01,2003,Other,373,0.045924649101
2003-08-01,2003,Transportation and Utilities,255,0.031396207831
2003-08-01,2003,Information,224,0.027579413937
2003-08-01,2003,Agriculture,173,0.021300172371
2003-08-01,2003,Mining and Extraction,20,0.002462447673
2003-09-01,2003,Wholesale and Retail Trade,1229,0.157584305680
2003-09-01,2003,Manufacturing,1175,0.150660341069
2003-09-01,2003,Leisure and hospitality,978,0.125400692396
2003-09-01,2003,Business services,975,0.125016027696
2003-09-01,2003,Construction,681,0.087318887037
2003-09-01,2003,Education and Health,649,0.083215796897
2003-09-01,2003,Government,556,0.071291191178
2003-09-01,2003,Finance,305,0.039107577895
2003-09-01,2003,Self-employed,287,0.036799589691
2003-09-01,2003,Other,338,0.043338889601
2003-09-01,2003,Transportation and Utilities,255,0.032696499551
2003-09-01,2003,Information,248,0.031798948583
2003-09-01,2003,Agriculture,98,0.012565713553
2003-09-01,2003,Mining and Extraction,25,0.003205539172
2003-10-01,2003,Wholesale and Retail Trade,1189,0.156550362080
2003-10-01,2003,Manufacturing,1041,0.137063857801
2003-10-01,2003,Leisure and hospitality,933,0.122843976300
2003-10-01,2003,Business services,1014,0.133508887426
2003-10-01,2003,Construction,651,0.085714285714
2003-10-01,2003,Education and Health,639,0.084134298881
2003-10-01,2003,Government,500,0.065832784727
2003-10-01,2003,Finance,303,0.039894667544
2003-10-01,2003,Self-employed,338,0.044502962475
2003-10-01,2003,Other,378,0.049769585253
2003-10-01,2003,Transportation and Utilities,260,0.034233048058
2003-10-01,2003,Information,182,0.023963133641
2003-10-01,2003,Agriculture,136,0.017906517446
2003-10-01,2003,Mining and Extraction,31,0.004081632653
2003-11-01,2003,Wholesale and Retail Trade,1156,0.149896265560
2003-11-01,2003,Manufacturing,1034,0.134076763485
2003-11-01,2003,Leisure and hospitality,990,0.128371369295
2003-11-01,2003,Business services,948,0.122925311203
2003-11-01,2003,Construction,690,0.089470954357
2003-11-01,2003,Education and Health,662,0.085840248963
2003-11-01,2003,Government,542,0.070280082988
2003-11-01,2003,Finance,311,0.040326763485
2003-11-01,2003,Self-employed,308,0.039937759336
2003-11-01,2003,Other,357,0.046291493776
2003-11-01,2003,Transportation and Utilities,275,0.035658713693
2003-11-01,2003,Information,257,0.033324688797
2003-11-01,2003,Agriculture,148,0.019190871369
2003-11-01,2003,Mining and Extraction,34,0.004408713693
2003-12-01,2003,Wholesale and Retail Trade,1081,0.145923326134
2003-12-01,2003,Manufacturing,1025,0.138363930886
2003-12-01,2003,Leisure and hospitality,885,0.119465442765
2003-12-01,2003,Business services,948,0.127969762419
2003-12-01,2003,Construction,813,0.109746220302
2003-12-01,2003,Education and Health,620,0.083693304536
2003-12-01,2003,Government,516,0.069654427646
2003-12-01,2003,Finance,283,0.038201943844
2003-12-01,2003,Self-employed,299,0.040361771058
2003-12-01,2003,Other,278,0.037526997840
2003-12-01,2003,Transportation and Utilities,267,0.036042116631
2003-12-01,2003,Information,224,0.030237580994
2003-12-01,2003,Agriculture,137,0.018493520518
2003-12-01,2003,Mining and Extraction,32,0.004319654428
2004-01-01,2004,Wholesale and Retail Trade,1389,0.162380173018
2004-01-01,2004,Manufacturing,1110,0.129763853168
2004-01-01,2004,Leisure and hospitality,1097,0.128244096329
2004-01-01,2004,Business services,1070,0.125087678279
2004-01-01,2004,Construction,994,0.116202945990
2004-01-01,2004,Education and Health,662,0.077390694412
2004-01-01,2004,Government,511,0.059738134206
2004-01-01,2004,Finance,403,0.047112462006
2004-01-01,2004,Self-employed,302,0.035305120412
2004-01-01,2004,Other,322,0.037643207856
2004-01-01,2004,Transportation and Utilities,243,0.028407762450
2004-01-01,2004,Information,236,0.027589431845
2004-01-01,2004,Agriculture,184,0.021510404489
2004-01-01,2004,Mining and Extraction,31,0.003624035539
2004-02-01,2004,Wholesale and Retail Trade,1369,0.166605817208
2004-02-01,2004,Manufacturing,1094,0.133138615066
2004-02-01,2004,Leisure and hospitality,987,0.120116830960
2004-02-01,2004,Business services,964,0.117317755872
2004-02-01,2004,Construction,1039,0.126445174638
2004-02-01,2004,Education and Health,608,0.073992941463
2004-02-01,2004,Government,490,0.059632469271
2004-02-01,2004,Finance,363,0.044176706827
2004-02-01,2004,Self-employed,260,0.031641718389
2004-02-01,2004,Other,366,0.044541803578
2004-02-01,2004,Transportation and Utilities,291,0.035414384812
2004-02-01,2004,Information,194,0.023609589875
2004-02-01,2004,Agriculture,168,0.020445418036
2004-02-01,2004,Mining and Extraction,24,0.002920774005
2004-03-01,2004,Wholesale and Retail Trade,1386,0.167472208797
2004-03-01,2004,Manufacturing,1083,0.130860318995
2004-03-01,2004,Leisure and hospitality,1039,0.125543740938
2004-03-01,2004,Business services,999,0.120710488159
2004-03-01,2004,Construction,1011,0.122160463992
2004-03-01,2004,Education and Health,584,0.070565490575
2004-03-01,2004,Government,530,0.064040599323
2004-03-01,2004,Finance,343,0.041445142581
2004-03-01,2004,Self-employed,260,0.031416143064
2004-03-01,2004,Other,366,0.044224262929
2004-03-01,2004,Transportation and Utilities,284,0.034316094732
2004-03-01,2004,Information,216,0.026099565007
2004-03-01,2004,Agriculture,153,0.018487191880
2004-03-01,2004,Mining and Extraction,22,0.002658289029
2004-04-01,2004,Wholesale and Retail Trade,1248,0.172161677473
2004-04-01,2004,Manufacturing,1004,0.138501862326
2004-04-01,2004,Leisure and hospitality,925,0.127603807422
2004-04-01,2004,Business services,752,0.103738446682
2004-04-01,2004,Construction,849,0.117119602704
2004-04-01,2004,Education and Health,589,0.081252586564
2004-04-01,2004,Government,433,0.059732376880
2004-04-01,2004,Finance,312,0.043040419368
2004-04-01,2004,Self-employed,242,0.033383915023
2004-04-01,2004,Other,347,0.047868671541
2004-04-01,2004,Transportation and Utilities,239,0.032970064837
2004-04-01,2004,Information,168,0.023175610429
2004-04-01,2004,Agriculture,107,0.014760656642
2004-04-01,2004,Mining and Extraction,34,0.004690302111
2004-05-01,2004,Wholesale and Retail Trade,1183,0.166901805869
2004-05-01,2004,Manufacturing,966,0.136286681716
2004-05-01,2004,Leisure and hospitality,977,0.137838600451
2004-05-01,2004,Business services,819,0.115547404063
2004-05-01,2004,Construction,665,0.093820541761
2004-05-01,2004,Education and Health,570,0.080417607223
2004-05-01,2004,Government,468,0.066027088036
2004-05-01,2004,Finance,302,0.042607223476
2004-05-01,2004,Self-employed,287,0.040490970655
2004-05-01,2004,Other,310,0.043735891648
2004-05-01,2004,Transportation and Utilities,230,0.032449209932
2004-05-01,2004,Information,190,0.026805869074
2004-05-01,2004,Agriculture,99,0.013967268623
2004-05-01,2004,Mining and Extraction,22,0.003103837472
2004-06-01,2004,Wholesale and Retail Trade,1182,0.154348393837
2004-06-01,2004,Manufacturing,957,0.124967354401
2004-06-01,2004,Leisure and hospitality,1189,0.155262470619
2004-06-01,2004,Business services,814,0.106294071559
2004-06-01,2004,Construction,668,0.087229041525
2004-06-01,2004,Education and Health,769,0.100417863672
2004-06-01,2004,Government,580,0.075737790546
2004-06-01,2004,Finance,335,0.043745103160
2004-06-01,2004,Self-employed,306,0.039958213633
2004-06-01,2004,Other,326,0.042569861583
2004-06-01,2004,Transportation and Utilities,227,0.029642204231
2004-06-01,2004,Information,172,0.022460172369
2004-06-01,2004,Agriculture,106,0.013841734134
2004-06-01,2004,Mining and Extraction,27,0.003525724732
2004-07-01,2004,Wholesale and Retail Trade,1163,0.154448871182
2004-07-01,2004,Manufacturing,1019,0.135325365206
2004-07-01,2004,Leisure and hospitality,965,0.128154050465
2004-07-01,2004,Business services,790,0.104913678619
2004-07-01,2004,Construction,610,0.081009296149
2004-07-01,2004,Education and Health,725,0.096281540505
2004-07-01,2004,Government,741,0.098406374502
2004-07-01,2004,Finance,307,0.040770252324
2004-07-01,2004,Self-employed,291,0.038645418327
2004-07-01,2004,Other,346,0.045949535193
2004-07-01,2004,Transportation and Utilities,231,0.030677290837
2004-07-01,2004,Information,174,0.023107569721
2004-07-01,2004,Agriculture,140,0.018592297477
2004-07-01,2004,Mining and Extraction,28,0.003718459495
2004-08-01,2004,Wholesale and Retail Trade,1079,0.150341368260
2004-08-01,2004,Manufacturing,840,0.117040546189
2004-08-01,2004,Leisure and hospitality,1010,0.140727323394
2004-08-01,2004,Business services,845,0.117737216107
2004-08-01,2004,Construction,563,0.078445032743
2004-08-01,2004,Education and Health,647,0.090149087362
2004-08-01,2004,Government,676,0.094189772886
2004-08-01,2004,Finance,312,0.043472202870
2004-08-01,2004,Self-employed,324,0.045144210673
2004-08-01,2004,Other,341,0.047512888393
2004-08-01,2004,Transportation and Utilities,236,0.032882820120
2004-08-01,2004,Information,191,0.026612790860
2004-08-01,2004,Agriculture,103,0.014351400307
2004-08-01,2004,Mining and Extraction,10,0.001393339836
2004-09-01,2004,Wholesale and Retail Trade,1127,0.163522925131
2004-09-01,2004,Manufacturing,852,0.123621590250
2004-09-01,2004,Leisure and hospitality,854,0.123911781776
2004-09-01,2004,Business services,750,0.108821822403
2004-09-01,2004,Construction,629,0.091265235055
2004-09-01,2004,Education and Health,593,0.086041787580
2004-09-01,2004,Government,568,0.082414393500
2004-09-01,2004,Finance,374,0.054265815438
2004-09-01,2004,Self-employed,362,0.052524666280
2004-09-01,2004,Other,301,0.043673824724
2004-09-01,2004,Transportation and Utilities,208,0.030179918746
2004-09-01,2004,Information,178,0.025827045850
2004-09-01,2004,Agriculture,88,0.012768427162
2004-09-01,2004,Mining and Extraction,8,0.001160766106
2004-10-01,2004,Wholesale and Retail Trade,1138,0.165937591134
2004-10-01,2004,Manufacturing,884,0.128900554097
2004-10-01,2004,Leisure and hospitality,853,0.124380285798
2004-10-01,2004,Business services,781,0.113881598134
2004-10-01,2004,Construction,635,0.092592592593
2004-10-01,2004,Education and Health,526,0.076698745990
2004-10-01,2004,Government,561,0.081802274716
2004-10-01,2004,Finance,358,0.052201808107
2004-10-01,2004,Self-employed,301,0.043890347040
2004-10-01,2004,Other,300,0.043744531934
2004-10-01,2004,Transportation and Utilities,219,0.031933508311
2004-10-01,2004,Information,185,0.026975794692
2004-10-01,2004,Agriculture,102,0.014873140857
2004-10-01,2004,Mining and Extraction,15,0.002187226597
2004-11-01,2004,Wholesale and Retail Trade,1045,0.149094021972
2004-11-01,2004,Manufacturing,905,0.129119703239
2004-11-01,2004,Leisure and hospitality,916,0.130689113996
2004-11-01,2004,Business services,872,0.124411470966
2004-11-01,2004,Construction,695,0.099158225139
2004-11-01,2004,Education and Health,570,0.081324011985
2004-11-01,2004,Government,514,0.073334284491
2004-11-01,2004,Finance,290,0.041375374518
2004-11-01,2004,Self-employed,353,0.050363817948
2004-11-01,2004,Other,294,0.041946069339
2004-11-01,2004,Transportation and Utilities,217,0.030960194036
2004-11-01,2004,Information,187,0.026679982879
2004-11-01,2004,Agriculture,131,0.018690255386
2004-11-01,2004,Mining and Extraction,20,0.002853474105
2004-12-01,2004,Wholesale and Retail Trade,1058,0.150049638349
2004-12-01,2004,Manufacturing,872,0.123670401362
2004-12-01,2004,Leisure and hospitality,850,0.120550276557
2004-12-01,2004,Business services,875,0.124095872926
2004-12-01,2004,Construction,870,0.123386753652
2004-12-01,2004,Education and Health,562,0.079705006382
2004-12-01,2004,Government,499,0.070770103531
2004-12-01,2004,Finance,290,0.041128917884
2004-12-01,2004,Self-employed,341,0.048361934477
2004-12-01,2004,Other,276,0.039143383917
2004-12-01,2004,Transportation and Utilities,204,0.028932066374
2004-12-01,2004,Information,173,0.024535526876
2004-12-01,2004,Agriculture,165,0.023400936037
2004-12-01,2004,Mining and Extraction,16,0.002269181676
2005-01-01,2005,Wholesale and Retail Trade,1302,0.164747564216
2005-01-01,2005,Manufacturing,889,0.112488928255
2005-01-01,2005,Leisure and hospitality,993,0.125648487916
2005-01-01,2005,Business services,958,0.121219789953
2005-01-01,2005,Construction,1079,0.136530431482
2005-01-01,2005,Education and Health,613,0.077565481463
2005-01-01,2005,Government,555,0.070226496267
2005-01-01,2005,Finance,252,0.031886625332
2005-01-01,2005,Self-employed,346,0.043780842718
2005-01-01,2005,Other,290,0.036694925977
2005-01-01,2005,Transportation and Utilities,276,0.034923446792
2005-01-01,2005,Information,168,0.021257750221
2005-01-01,2005,Agriculture,153,0.019359736809
2005-01-01,2005,Mining and Extraction,29,0.003669492598
2005-02-01,2005,Wholesale and Retail Trade,1301,0.164164037855
2005-02-01,2005,Manufacturing,889,0.112176656151
2005-02-01,2005,Leisure and hospitality,1008,0.127192429022
2005-02-01,2005,Business services,916,0.115583596215
2005-02-01,2005,Construction,1150,0.145110410095
2005-02-01,2005,Education and Health,619,0.078107255521
2005-02-01,2005,Government,472,0.059558359621
2005-02-01,2005,Finance,301,0.037981072555
2005-02-01,2005,Self-employed,363,0.045804416404
2005-02-01,2005,Other,325,0.041009463722
2005-02-01,2005,Transportation and Utilities,245,0.030914826498
2005-02-01,2005,Information,204,0.025741324921
2005-02-01,2005,Agriculture,107,0.013501577287
2005-02-01,2005,Mining and Extraction,25,0.003154574132
2005-03-01,2005,Wholesale and Retail Trade,1173,0.159266802444
2005-03-01,2005,Manufacturing,879,0.119348268839
2005-03-01,2005,Leisure and hospitality,967,0.131296673456
2005-03-01,2005,Business services,807,0.109572301426
2005-03-01,2005,Construction,961,0.130482009504
2005-03-01,2005,Education and Health,614,0.083367277665
2005-03-01,2005,Government,468,0.063543788187
2005-03-01,2005,Finance,261,0.035437881874
2005-03-01,2005,Self-employed,312,0.042362525458
2005-03-01,2005,Other,308,0.041819416158
2005-03-01,2005,Transportation and Utilities,267,0.036252545825
2005-03-01,2005,Information,177,0.024032586558
2005-03-01,2005,Agriculture,139,0.018873048201
2005-03-01,2005,Mining and Extraction,32,0.004344874406
2005-04-01,2005,Wholesale and Retail Trade,1131,0.169972948602
2005-04-01,2005,Manufacturing,793,0.119176435227
2005-04-01,2005,Leisure and hospitality,882,0.132551848512
2005-04-01,2005,Business services,714,0.107303877367
2005-04-01,2005,Construction,693,0.104147880974
2005-04-01,2005,Education and Health,591,0.088818755636
2005-04-01,2005,Government,478,0.071836489330
2005-04-01,2005,Finance,255,0.038322813345
2005-04-01,2005,Self-employed,273,0.041027953111
2005-04-01,2005,Other,306,0.045987376014
2005-04-01,2005,Transportation and Utilities,257,0.038623384430
2005-04-01,2005,Information,178,0.026750826570
2005-04-01,2005,Agriculture,84,0.012623985573
2005-04-01,2005,Mining and Extraction,19,0.002855425308
2005-05-01,2005,Wholesale and Retail Trade,1145,0.173985716456
2005-05-01,2005,Manufacturing,743,0.112900774958
2005-05-01,2005,Leisure and hospitality,944,0.143443245707
2005-05-01,2005,Business services,730,0.110925391278
2005-05-01,2005,Construction,567,0.086157118979
2005-05-01,2005,Education and Health,648,0.098465278833
2005-05-01,2005,Government,453,0.068834523629
2005-05-01,2005,Finance,288,0.043762346148
2005-05-01,2005,Self-employed,299,0.045433824647
2005-05-01,2005,Other,314,0.047713113509
2005-05-01,2005,Transportation and Utilities,223,0.033885427747
2005-05-01,2005,Information,145,0.022033125665
2005-05-01,2005,Agriculture,66,0.010028870992
2005-05-01,2005,Mining and Extraction,16,0.002431241453
2005-06-01,2005,Wholesale and Retail Trade,1197,0.173126988719
2005-06-01,2005,Manufacturing,743,0.107463118311
2005-06-01,2005,Leisure and hospitality,950,0.137402371999
2005-06-01,2005,Business services,743,0.107463118311
2005-06-01,2005,Construction,559,0.080850448366
2005-06-01,2005,Education and Health,667,0.096470928551
2005-06-01,2005,Government,681,0.098495805612
2005-06-01,2005,Finance,307,0.044402661267
2005-06-01,2005,Self-employed,268,0.038761932311
2005-06-01,2005,Other,291,0.042088516054
2005-06-01,2005,Transportation and Utilities,247,0.035724616720
2005-06-01,2005,Information,160,0.023141452126
2005-06-01,2005,Agriculture,76,0.010992189760
2005-06-01,2005,Mining and Extraction,25,0.003615851895
2005-07-01,2005,Wholesale and Retail Trade,1194,0.171625700733
2005-07-01,2005,Manufacturing,883,0.126922524076
2005-07-01,2005,Leisure and hospitality,929,0.133534569498
2005-07-01,2005,Business services,804,0.115567054765
2005-07-01,2005,Construction,509,0.073163719994
2005-07-01,2005,Education and Health,635,0.091274974845
2005-07-01,2005,Government,683,0.098174500503
2005-07-01,2005,Finance,309,0.044415696421
2005-07-01,2005,Self-employed,282,0.040534713238
2005-07-01,2005,Other,274,0.039384792296
2005-07-01,2005,Transportation and Utilities,222,0.031910306166
2005-07-01,2005,Information,142,0.020411096737
2005-07-01,2005,Agriculture,69,0.009918068133
2005-07-01,2005,Mining and Extraction,22,0.003162282593
2005-08-01,2005,Wholesale and Retail Trade,1130,0.169975932611
2005-08-01,2005,Manufacturing,767,0.115373044525
2005-08-01,2005,Leisure and hospitality,844,0.126955475331
2005-08-01,2005,Business services,728,0.109506618532
2005-08-01,2005,Construction,561,0.084386281588
2005-08-01,2005,Education and Health,644,0.096871239471
2005-08-01,2005,Government,664,0.099879663057
2005-08-01,2005,Finance,300,0.045126353791
2005-08-01,2005,Self-employed,249,0.037454873646
2005-08-01,2005,Other,306,0.046028880866
2005-08-01,2005,Transportation and Utilities,187,0.028128760529
2005-08-01,2005,Information,156,0.023465703971
2005-08-01,2005,Agriculture,100,0.015042117930
2005-08-01,2005,Mining and Extraction,12,0.001805054152
2005-09-01,2005,Wholesale and Retail Trade,1038,0.155342711763
2005-09-01,2005,Manufacturing,775,0.115983238551
2005-09-01,2005,Leisure and hospitality,842,0.126010176594
2005-09-01,2005,Business services,862,0.129003292427
2005-09-01,2005,Construction,572,0.085603112840
2005-09-01,2005,Education and Health,658,0.098473510925
2005-09-01,2005,Government,568,0.085004489674
2005-09-01,2005,Finance,260,0.038910505837
2005-09-01,2005,Self-employed,282,0.042202933254
2005-09-01,2005,Other,307,0.045944328045
2005-09-01,2005,Transportation and Utilities,211,0.031577372044
2005-09-01,2005,Information,168,0.025142173002
2005-09-01,2005,Agriculture,127,0.019006285543
2005-09-01,2005,Mining and Extraction,12,0.001795869500
2005-10-01,2005,Wholesale and Retail Trade,1050,0.164783427495
2005-10-01,2005,Manufacturing,800,0.125549278092
2005-10-01,2005,Leisure and hospitality,796,0.124921531701
2005-10-01,2005,Business services,748,0.117388575016
2005-10-01,2005,Construction,519,0.081450094162
2005-10-01,2005,Education and Health,628,0.098556183302
2005-10-01,2005,Government,502,0.078782172003
2005-10-01,2005,Finance,255,0.040018832392
2005-10-01,2005,Self-employed,255,0.040018832392
2005-10-01,2005,Other,319,0.050062774639
2005-10-01,2005,Transportation and Utilities,251,0.039391086001
2005-10-01,2005,Information,162,0.025423728814
2005-10-01,2005,Agriculture,85,0.013339610797
2005-10-01,2005,Mining and Extraction,2,0.000313873195
2005-11-01,2005,Wholesale and Retail Trade,1013,0.152514302921
2005-11-01,2005,Manufacturing,823,0.123908461307
2005-11-01,2005,Leisure and hospitality,966,0.145438121048
2005-11-01,2005,Business services,711,0.107046070461
2005-11-01,2005,Construction,564,0.084914182475
2005-11-01,2005,Education and Health,677,0.101927130382
2005-11-01,2005,Government,494,0.074375188196
2005-11-01,2005,Finance,268,0.040349292382
2005-11-01,2005,Self-employed,319,0.048027702499
2005-11-01,2005,Other,300,0.045167118338
2005-11-01,2005,Transportation and Utilities,199,0.029960855164
2005-11-01,2005,Information,172,0.025895814514
2005-11-01,2005,Agriculture,118,0.017765733213
2005-11-01,2005,Mining and Extraction,18,0.002710027100
2005-12-01,2005,Wholesale and Retail Trade,968,0.149891607309
2005-12-01,2005,Manufacturing,757,0.117218953236
2005-12-01,2005,Leisure and hospitality,930,0.144007432642
2005-12-01,2005,Business services,788,0.122019200991
2005-12-01,2005,Construction,813,0.125890368535
2005-12-01,2005,Education and Health,529,0.081913905234
2005-12-01,2005,Government,393,0.060854753794
2005-12-01,2005,Finance,204,0.031588727160
2005-12-01,2005,Self-employed,327,0.050634871477
2005-12-01,2005,Other,269,0.041653762775
2005-12-01,2005,Transportation and Utilities,202,0.031279033757
2005-12-01,2005,Information,128,0.019820377826
2005-12-01,2005,Agriculture,127,0.019665531124
2005-12-01,2005,Mining and Extraction,23,0.003561474141
2006-01-01,2006,Wholesale and Retail Trade,1203,0.170059372349
2006-01-01,2006,Manufacturing,778,0.109980209217
2006-01-01,2006,Leisure and hospitality,910,0.128640090472
2006-01-01,2006,Business services,825,0.116624257846
2006-01-01,2006,Construction,868,0.122702855527
2006-01-01,2006,Education and Health,593,0.083828102912
2006-01-01,2006,Government,457,0.064602770710
2006-01-01,2006,Finance,233,0.032937517670
2006-01-01,2006,Self-employed,341,0.048204693243
2006-01-01,2006,Other,308,0.043539722929
2006-01-01,2006,Transportation and Utilities,287,0.040571105457
2006-01-01,2006,Information,105,0.014843087362
2006-01-01,2006,Agriculture,140,0.019790783150
2006-01-01,2006,Mining and Extraction,26,0.003675431156
2006-02-01,2006,Wholesale and Retail Trade,1141,0.160636350838
2006-02-01,2006,Manufacturing,821,0.115584964100
2006-02-01,2006,Leisure and hospitality,1040,0.146417006898
2006-02-01,2006,Business services,841,0.118400675771
2006-02-01,2006,Construction,836,0.117696747853
2006-02-01,2006,Education and Health,528,0.074334788118
2006-02-01,2006,Government,472,0.066450795439
2006-02-01,2006,Finance,268,0.037730536393
2006-02-01,2006,Self-employed,332,0.046740813741
2006-02-01,2006,Other,281,0.039560748979
2006-02-01,2006,Transportation and Utilities,260,0.036604251725
2006-02-01,2006,Information,119,0.016753484443
2006-02-01,2006,Agriculture,139,0.019569196114
2006-02-01,2006,Mining and Extraction,25,0.003519639589
2006-03-01,2006,Wholesale and Retail Trade,1022,0.152355396541
2006-03-01,2006,Manufacturing,701,0.104502087060
2006-03-01,2006,Leisure and hospitality,917,0.136702444842
2006-03-01,2006,Business services,824,0.122838401908
2006-03-01,2006,Construction,820,0.122242098986
2006-03-01,2006,Education and Health,563,0.083929636255
2006-03-01,2006,Government,461,0.068723911747
2006-03-01,2006,Finance,298,0.044424567680
2006-03-01,2006,Self-employed,300,0.044722719141
2006-03-01,2006,Other,292,0.043530113298
2006-03-01,2006,Transportation and Utilities,263,0.039206917114
2006-03-01,2006,Information,116,0.017292784735
2006-03-01,2006,Agriculture,117,0.017441860465
2006-03-01,2006,Mining and Extraction,14,0.002087060227
2006-04-01,2006,Wholesale and Retail Trade,972,0.154678548695
2006-04-01,2006,Manufacturing,745,0.118555060471
2006-04-01,2006,Leisure and hospitality,882,0.140356460853
2006-04-01,2006,Business services,644,0.102482495226
2006-04-01,2006,Construction,674,0.107256524507
2006-04-01,2006,Education and Health,558,0.088796944621
2006-04-01,2006,Government,414,0.065881604074
2006-04-01,2006,Finance,293,0.046626352642
2006-04-01,2006,Self-employed,334,0.053150859325
2006-04-01,2006,Other,266,0.042329726289
2006-04-01,2006,Transportation and Utilities,272,0.043284532145
2006-04-01,2006,Information,132,0.021005728835
2006-04-01,2006,Agriculture,81,0.012889879058
2006-04-01,2006,Mining and Extraction,17,0.002705283259
2006-05-01,2006,Wholesale and Retail Trade,1025,0.167019716474
2006-05-01,2006,Manufacturing,680,0.110803324100
2006-05-01,2006,Leisure and hospitality,830,0.135245233828
2006-05-01,2006,Business services,695,0.113247515073
2006-05-01,2006,Construction,647,0.105426103960
2006-05-01,2006,Education and Health,543,0.088479713215
2006-05-01,2006,Government,429,0.069903861822
2006-05-01,2006,Finance,289,0.047091412742
2006-05-01,2006,Self-employed,251,0.040899462278
2006-05-01,2006,Other,265,0.043180707186
2006-05-01,2006,Transportation and Utilities,226,0.036825810657
2006-05-01,2006,Information,158,0.025745478247
2006-05-01,2006,Agriculture,79,0.012872739123
2006-05-01,2006,Mining and Extraction,20,0.003258921297
2006-06-01,2006,Wholesale and Retail Trade,1085,0.169716877835
2006-06-01,2006,Manufacturing,635,0.099327389332
2006-06-01,2006,Leisure and hospitality,942,0.147348662600
2006-06-01,2006,Business services,753,0.117785077428
2006-06-01,2006,Construction,569,0.089003597685
2006-06-01,2006,Education and Health,617,0.096511809792
2006-06-01,2006,Government,578,0.090411387455
2006-06-01,2006,Finance,299,0.046769904583
2006-06-01,2006,Self-employed,245,0.038323165963
2006-06-01,2006,Other,265,0.041451587674
2006-06-01,2006,Transportation and Utilities,225,0.035194744252
2006-06-01,2006,Information,114,0.017832003754
2006-06-01,2006,Agriculture,35,0.005474737995
2006-06-01,2006,Mining and Extraction,31,0.004849053652
2006-07-01,2006,Wholesale and Retail Trade,1083,0.161232693167
2006-07-01,2006,Manufacturing,736,0.109572725919
2006-07-01,2006,Leisure and hospitality,867,0.129075480125
2006-07-01,2006,Business services,735,0.109423849933
2006-07-01,2006,Construction,633,0.094238499330
2006-07-01,2006,Education and Health,659,0.098109274974
